_value,environment,host
106,intel,intel-102
106,intel,intel-102
108,intel,intel-102
107,intel,intel-102
108,intel,intel-102
109,intel,intel-102
109,intel,intel-102
107,intel,intel-102
107,intel,intel-102
106,intel,intel-102
109,intel,intel-102
108,intel,intel-102
108,intel,intel-102
105,intel,intel-102
106,intel,intel-102
107,intel,intel-102
107,intel,intel-102
107,intel,intel-102
110,intel,intel-102
107,intel,intel-102
106,intel,intel-102
112,intel,intel-102
108,intel,intel-102
108,intel,intel-102
105,intel,intel-102
108,intel,intel-102
112,intel,intel-102
107,intel,intel-102
108,intel,intel-102
108,intel,intel-102
104,intel,intel-102
106,intel,intel-102
105,intel,intel-102
111,intel,intel-102
106,intel,intel-102
106,intel,intel-102
107,intel,intel-102
104,intel,intel-102
109,intel,intel-102
106,intel,intel-102
108,intel,intel-102
106,intel,intel-102
108,intel,intel-102
104,intel,intel-102
109,intel,intel-102
107,intel,intel-102
106,intel,intel-102
111,intel,intel-102
105,intel,intel-102
107,intel,intel-102
107,intel,intel-102
107,intel,intel-102
106,intel,intel-102
105,intel,intel-102
107,intel,intel-102
107,intel,intel-102
108,intel,intel-102
113,intel,intel-102
108,intel,intel-102
107,intel,intel-102
107,intel,intel-102
105,intel,intel-102
108,intel,intel-102
108,intel,intel-102
109,intel,intel-102
104,intel,intel-102
106,intel,intel-102
106,intel,intel-102
106,intel,intel-102
108,intel,intel-102
108,intel,intel-102
109,intel,intel-102
105,intel,intel-102
109,intel,intel-102
108,intel,intel-102
107,intel,intel-102
107,intel,intel-102
109,intel,intel-102
107,intel,intel-102
111,intel,intel-102
108,intel,intel-102
109,intel,intel-102
113,intel,intel-102
108,intel,intel-102
105,intel,intel-102
107,intel,intel-102
106,intel,intel-102
107,intel,intel-102
105,intel,intel-102
107,intel,intel-102
105,intel,intel-102
107,intel,intel-102
107,intel,intel-102
109,intel,intel-102
106,intel,intel-102
109,intel,intel-102
106,intel,intel-102
107,intel,intel-102
107,intel,intel-102
108,intel,intel-102
107,intel,intel-102
108,intel,intel-102
110,intel,intel-102
113,intel,intel-102
108,intel,intel-102
112,intel,intel-102
108,intel,intel-102
109,intel,intel-102
112,intel,intel-102
108,intel,intel-102
107,intel,intel-102
110,intel,intel-102
105,intel,intel-102
107,intel,intel-102
107,intel,intel-102
108,intel,intel-102
108,intel,intel-102
108,intel,intel-102
106,intel,intel-102
108,intel,intel-102
106,intel,intel-102
105,intel,intel-102
106,intel,intel-102
107,intel,intel-102
106,intel,intel-102
107,intel,intel-102
105,intel,intel-102
111,intel,intel-102
109,intel,intel-102
106,intel,intel-102
109,intel,intel-102
111,intel,intel-102
107,intel,intel-102
108,intel,intel-102
107,intel,intel-102
106,intel,intel-102
106,intel,intel-102
107,intel,intel-102
105,intel,intel-102
109,intel,intel-102
108,intel,intel-102
109,intel,intel-102
105,intel,intel-102
107,intel,intel-102
107,intel,intel-102
111,intel,intel-102
105,intel,intel-102
108,intel,intel-102
108,intel,intel-102
108,intel,intel-102
106,intel,intel-102
107,intel,intel-102
106,intel,intel-102
109,intel,intel-102
106,intel,intel-102
110,intel,intel-102
111,intel,intel-102
105,intel,intel-102
106,intel,intel-102
107,intel,intel-102
109,intel,intel-102
109,intel,intel-102
107,intel,intel-102
107,intel,intel-102
108,intel,intel-102
111,intel,intel-102
109,intel,intel-102
110,intel,intel-102
109,intel,intel-102
106,intel,intel-102
107,intel,intel-102
114,intel,intel-102
109,intel,intel-102
111,intel,intel-102
108,intel,intel-102
111,intel,intel-102
110,intel,intel-102
109,intel,intel-102
110,intel,intel-102
113,intel,intel-102
108,intel,intel-102
109,intel,intel-102
107,intel,intel-102
107,intel,intel-102
110,intel,intel-102
111,intel,intel-102
111,intel,intel-102
110,intel,intel-102
106,intel,intel-102
111,intel,intel-102
108,intel,intel-102
111,intel,intel-102
109,intel,intel-102
108,intel,intel-102
105,intel,intel-102
110,intel,intel-102
107,intel,intel-102
110,intel,intel-102
107,intel,intel-102
108,intel,intel-102
105,intel,intel-102
109,intel,intel-102
110,intel,intel-102
107,intel,intel-102
109,intel,intel-102
110,intel,intel-102
105,intel,intel-102
107,intel,intel-102
108,intel,intel-102
109,intel,intel-102
109,intel,intel-102
110,intel,intel-102
108,intel,intel-102
108,intel,intel-102
107,intel,intel-102
109,intel,intel-102
103,intel,intel-102
107,intel,intel-102
107,intel,intel-102
106,intel,intel-102
108,intel,intel-102
108,intel,intel-102
109,intel,intel-102
106,intel,intel-102
108,intel,intel-102
110,intel,intel-102
106,intel,intel-102
107,intel,intel-102
106,intel,intel-102
108,intel,intel-102
107,intel,intel-102
111,intel,intel-102
109,intel,intel-102
107,intel,intel-102
109,intel,intel-102
108,intel,intel-102
112,intel,intel-102
112,intel,intel-102
107,intel,intel-102
108,intel,intel-102
108,intel,intel-102
108,intel,intel-102
107,intel,intel-102
106,intel,intel-102
107,intel,intel-102
109,intel,intel-102
107,intel,intel-102
108,intel,intel-102
109,intel,intel-102
113,intel,intel-102
109,intel,intel-102
106,intel,intel-102
106,intel,intel-102
107,intel,intel-102
122,intel,intel-102
109,intel,intel-102
118,intel,intel-102
119,intel,intel-102
113,intel,intel-102
113,intel,intel-102
152,intel,intel-102
118,intel,intel-102
125,intel,intel-102
107,intel,intel-102
125,intel,intel-102
177,intel,intel-102
147,intel,intel-102
140,intel,intel-102
183,intel,intel-102
141,intel,intel-102
141,intel,intel-102
149,intel,intel-102
157,intel,intel-102
117,intel,intel-102
134,intel,intel-102
143,intel,intel-102
185,intel,intel-102
154,intel,intel-102
159,intel,intel-102
126,intel,intel-102
159,intel,intel-102
121,intel,intel-102
178,intel,intel-102
153,intel,intel-102
161,intel,intel-102
142,intel,intel-102
141,intel,intel-102
137,intel,intel-102
163,intel,intel-102
130,intel,intel-102
144,intel,intel-102
134,intel,intel-102
171,intel,intel-102
149,intel,intel-102
121,intel,intel-102
112,intel,intel-102
158,intel,intel-102
116,intel,intel-102
134,intel,intel-102
156,intel,intel-102
125,intel,intel-102
144,intel,intel-102
172,intel,intel-102
141,intel,intel-102
157,intel,intel-102
138,intel,intel-102
139,intel,intel-102
124,intel,intel-102
138,intel,intel-102
158,intel,intel-102
113,intel,intel-102
161,intel,intel-102
143,intel,intel-102
138,intel,intel-102
155,intel,intel-102
127,intel,intel-102
137,intel,intel-102
131,intel,intel-102
144,intel,intel-102
132,intel,intel-102
128,intel,intel-102
128,intel,intel-102
116,intel,intel-102
136,intel,intel-102
119,intel,intel-102
131,intel,intel-102
110,intel,intel-102
166,intel,intel-102
152,intel,intel-102
148,intel,intel-102
155,intel,intel-102
147,intel,intel-102
120,intel,intel-102
134,intel,intel-102
135,intel,intel-102
131,intel,intel-102
137,intel,intel-102
131,intel,intel-102
110,intel,intel-102
141,intel,intel-102
131,intel,intel-102
138,intel,intel-102
173,intel,intel-102
134,intel,intel-102
123,intel,intel-102
117,intel,intel-102
126,intel,intel-102
174,intel,intel-102
148,intel,intel-102
108,intel,intel-102
150,intel,intel-102
153,intel,intel-102
138,intel,intel-102
190,intel,intel-102
114,intel,intel-102
120,intel,intel-102
139,intel,intel-102
115,intel,intel-102
127,intel,intel-102
130,intel,intel-102
120,intel,intel-102
143,intel,intel-102
144,intel,intel-102
123,intel,intel-102
139,intel,intel-102
138,intel,intel-102
115,intel,intel-102
163,intel,intel-102
162,intel,intel-102
116,intel,intel-102
179,intel,intel-102
118,intel,intel-102
116,intel,intel-102
141,intel,intel-102
150,intel,intel-102
124,intel,intel-102
120,intel,intel-102
142,intel,intel-102
135,intel,intel-102
186,intel,intel-102
122,intel,intel-102
140,intel,intel-102
125,intel,intel-102
178,intel,intel-102
157,intel,intel-102
136,intel,intel-102
106,intel,intel-102
124,intel,intel-102
138,intel,intel-102
111,intel,intel-102
140,intel,intel-102
151,intel,intel-102
147,intel,intel-102
133,intel,intel-102
134,intel,intel-102
149,intel,intel-102
109,intel,intel-102
132,intel,intel-102
125,intel,intel-102
125,intel,intel-102
157,intel,intel-102
181,intel,intel-102
176,intel,intel-102
129,intel,intel-102
136,intel,intel-102
167,intel,intel-102
194,intel,intel-102
195,intel,intel-102
161,intel,intel-102
134,intel,intel-102
135,intel,intel-102
134,intel,intel-102
118,intel,intel-102
127,intel,intel-102
129,intel,intel-102
133,intel,intel-102
156,intel,intel-102
175,intel,intel-102
138,intel,intel-102
159,intel,intel-102
156,intel,intel-102
234,intel,intel-102
187,intel,intel-102
186,intel,intel-102
216,intel,intel-102
138,intel,intel-102
150,intel,intel-102
196,intel,intel-102
239,intel,intel-102
223,intel,intel-102
189,intel,intel-102
212,intel,intel-102
213,intel,intel-102
201,intel,intel-102
235,intel,intel-102
221,intel,intel-102
237,intel,intel-102
219,intel,intel-102
227,intel,intel-102
281,intel,intel-102
247,intel,intel-102
213,intel,intel-102
275,intel,intel-102
285,intel,intel-102
257,intel,intel-102
242,intel,intel-102
262,intel,intel-102
267,intel,intel-102
289,intel,intel-102
289,intel,intel-102
281,intel,intel-102
285,intel,intel-102
276,intel,intel-102
286,intel,intel-102
295,intel,intel-102
252,intel,intel-102
260,intel,intel-102
266,intel,intel-102
287,intel,intel-102
268,intel,intel-102
317,intel,intel-102
282,intel,intel-102
267,intel,intel-102
272,intel,intel-102
270,intel,intel-102
239,intel,intel-102
293,intel,intel-102
268,intel,intel-102
258,intel,intel-102
263,intel,intel-102
276,intel,intel-102
238,intel,intel-102
293,intel,intel-102
298,intel,intel-102
260,intel,intel-102
268,intel,intel-102
268,intel,intel-102
290,intel,intel-102
281,intel,intel-102
254,intel,intel-102
267,intel,intel-102
273,intel,intel-102
301,intel,intel-102
227,intel,intel-102
250,intel,intel-102
252,intel,intel-102
258,intel,intel-102
236,intel,intel-102
227,intel,intel-102
288,intel,intel-102
253,intel,intel-102
267,intel,intel-102
277,intel,intel-102
238,intel,intel-102
269,intel,intel-102
176,intel,intel-102
274,intel,intel-102
198,intel,intel-102
279,intel,intel-102
271,intel,intel-102
239,intel,intel-102
226,intel,intel-102
262,intel,intel-102
269,intel,intel-102
281,intel,intel-102
235,intel,intel-102
212,intel,intel-102
268,intel,intel-102
243,intel,intel-102
257,intel,intel-102
266,intel,intel-102
241,intel,intel-102
228,intel,intel-102
246,intel,intel-102
258,intel,intel-102
240,intel,intel-102
236,intel,intel-102
284,intel,intel-102
201,intel,intel-102
231,intel,intel-102
237,intel,intel-102
222,intel,intel-102
270,intel,intel-102
265,intel,intel-102
261,intel,intel-102
246,intel,intel-102
237,intel,intel-102
255,intel,intel-102
247,intel,intel-102
272,intel,intel-102
233,intel,intel-102
215,intel,intel-102
243,intel,intel-102
257,intel,intel-102
266,intel,intel-102
269,intel,intel-102
242,intel,intel-102
270,intel,intel-102
259,intel,intel-102
229,intel,intel-102
183,intel,intel-102
242,intel,intel-102
275,intel,intel-102
239,intel,intel-102
237,intel,intel-102
239,intel,intel-102
261,intel,intel-102
200,intel,intel-102
259,intel,intel-102
204,intel,intel-102
193,intel,intel-102
220,intel,intel-102
245,intel,intel-102
262,intel,intel-102
243,intel,intel-102
239,intel,intel-102
251,intel,intel-102
258,intel,intel-102
245,intel,intel-102
282,intel,intel-102
237,intel,intel-102
257,intel,intel-102
255,intel,intel-102
268,intel,intel-102
259,intel,intel-102
222,intel,intel-102
270,intel,intel-102
264,intel,intel-102
258,intel,intel-102
273,intel,intel-102
250,intel,intel-102
285,intel,intel-102
260,intel,intel-102
227,intel,intel-102
245,intel,intel-102
251,intel,intel-102
253,intel,intel-102
291,intel,intel-102
238,intel,intel-102
286,intel,intel-102
258,intel,intel-102
253,intel,intel-102
256,intel,intel-102
271,intel,intel-102
264,intel,intel-102
243,intel,intel-102
288,intel,intel-102
284,intel,intel-102
233,intel,intel-102
270,intel,intel-102
271,intel,intel-102
292,intel,intel-102
233,intel,intel-102
297,intel,intel-102
269,intel,intel-102
222,intel,intel-102
266,intel,intel-102
234,intel,intel-102
297,intel,intel-102
271,intel,intel-102
234,intel,intel-102
255,intel,intel-102
266,intel,intel-102
261,intel,intel-102
246,intel,intel-102
232,intel,intel-102
231,intel,intel-102
225,intel,intel-102
270,intel,intel-102
303,intel,intel-102
258,intel,intel-102
259,intel,intel-102
273,intel,intel-102
297,intel,intel-102
270,intel,intel-102
242,intel,intel-102
260,intel,intel-102
275,intel,intel-102
309,intel,intel-102
269,intel,intel-102
297,intel,intel-102
272,intel,intel-102
277,intel,intel-102
278,intel,intel-102
278,intel,intel-102
284,intel,intel-102
290,intel,intel-102
269,intel,intel-102
233,intel,intel-102
281,intel,intel-102
319,intel,intel-102
279,intel,intel-102
235,intel,intel-102
294,intel,intel-102
273,intel,intel-102
272,intel,intel-102
265,intel,intel-102
276,intel,intel-102
258,intel,intel-102
282,intel,intel-102
283,intel,intel-102
299,intel,intel-102
275,intel,intel-102
284,intel,intel-102
254,intel,intel-102
278,intel,intel-102
269,intel,intel-102
248,intel,intel-102
244,intel,intel-102
231,intel,intel-102
249,intel,intel-102
224,intel,intel-102
259,intel,intel-102
251,intel,intel-102
231,intel,intel-102
246,intel,intel-102
283,intel,intel-102
247,intel,intel-102
296,intel,intel-102
287,intel,intel-102
292,intel,intel-102
244,intel,intel-102
288,intel,intel-102
260,intel,intel-102
252,intel,intel-102
239,intel,intel-102
242,intel,intel-102
257,intel,intel-102
281,intel,intel-102
257,intel,intel-102
261,intel,intel-102
265,intel,intel-102
258,intel,intel-102
255,intel,intel-102
269,intel,intel-102
242,intel,intel-102
249,intel,intel-102
260,intel,intel-102
216,intel,intel-102
296,intel,intel-102
272,intel,intel-102
267,intel,intel-102
280,intel,intel-102
288,intel,intel-102
275,intel,intel-102
220,intel,intel-102
267,intel,intel-102
289,intel,intel-102
272,intel,intel-102
265,intel,intel-102
311,intel,intel-102
292,intel,intel-102
305,intel,intel-102
248,intel,intel-102
250,intel,intel-102
285,intel,intel-102
255,intel,intel-102
265,intel,intel-102
256,intel,intel-102
257,intel,intel-102
254,intel,intel-102
271,intel,intel-102
262,intel,intel-102
282,intel,intel-102
270,intel,intel-102
211,intel,intel-102
277,intel,intel-102
267,intel,intel-102
227,intel,intel-102
261,intel,intel-102
244,intel,intel-102
260,intel,intel-102
308,intel,intel-102
220,intel,intel-102
232,intel,intel-102
250,intel,intel-102
262,intel,intel-102
249,intel,intel-102
237,intel,intel-102
252,intel,intel-102
271,intel,intel-102
275,intel,intel-102
314,intel,intel-102
272,intel,intel-102
282,intel,intel-102
267,intel,intel-102
247,intel,intel-102
252,intel,intel-102
268,intel,intel-102
301,intel,intel-102
261,intel,intel-102
255,intel,intel-102
244,intel,intel-102
281,intel,intel-102
221,intel,intel-102
251,intel,intel-102
254,intel,intel-102
234,intel,intel-102
234,intel,intel-102
238,intel,intel-102
206,intel,intel-102
226,intel,intel-102
234,intel,intel-102
248,intel,intel-102
243,intel,intel-102
259,intel,intel-102
235,intel,intel-102
208,intel,intel-102
249,intel,intel-102
271,intel,intel-102
309,intel,intel-102
279,intel,intel-102
327,intel,intel-102
295,intel,intel-102
273,intel,intel-102
217,intel,intel-102
228,intel,intel-102
274,intel,intel-102
286,intel,intel-102
286,intel,intel-102
279,intel,intel-102
305,intel,intel-102
238,intel,intel-102
287,intel,intel-102
274,intel,intel-102
294,intel,intel-102
263,intel,intel-102
296,intel,intel-102
307,intel,intel-102
299,intel,intel-102
311,intel,intel-102
268,intel,intel-102
305,intel,intel-102
268,intel,intel-102
120,intel,intel-102
114,intel,intel-102
115,intel,intel-102
112,intel,intel-102
114,intel,intel-102
114,intel,intel-102
114,intel,intel-102
112,intel,intel-102
113,intel,intel-102
112,intel,intel-102
114,intel,intel-102
113,intel,intel-102
113,intel,intel-102
113,intel,intel-102
112,intel,intel-102
113,intel,intel-102
112,intel,intel-102
116,intel,intel-102
112,intel,intel-102
113,intel,intel-102
112,intel,intel-102
117,intel,intel-102
112,intel,intel-102
110,intel,intel-102
113,intel,intel-102
110,intel,intel-102
111,intel,intel-102
108,intel,intel-102
111,intel,intel-102
113,intel,intel-102
109,intel,intel-102
111,intel,intel-102
111,intel,intel-102
110,intel,intel-102
109,intel,intel-102
111,intel,intel-102
108,intel,intel-102
110,intel,intel-102
114,intel,intel-102
112,intel,intel-102
111,intel,intel-102
112,intel,intel-102
107,intel,intel-102
111,intel,intel-102
108,intel,intel-102
108,intel,intel-102
109,intel,intel-102
109,intel,intel-102
107,intel,intel-102
110,intel,intel-102
108,intel,intel-102
111,intel,intel-102
109,intel,intel-102
110,intel,intel-102
107,intel,intel-102
110,intel,intel-102
112,intel,intel-102
108,intel,intel-102
106,intel,intel-102
110,intel,intel-102
108,intel,intel-102
109,intel,intel-102
111,intel,intel-102
109,intel,intel-102
107,intel,intel-102
110,intel,intel-102
106,intel,intel-102
111,intel,intel-102
111,intel,intel-102
112,intel,intel-102
111,intel,intel-102
108,intel,intel-102
106,intel,intel-102
112,intel,intel-102
112,intel,intel-102
111,intel,intel-102
111,intel,intel-102
109,intel,intel-102
107,intel,intel-102
109,intel,intel-102
110,intel,intel-102
111,intel,intel-102
110,intel,intel-102
110,intel,intel-102
107,intel,intel-102
113,intel,intel-102
108,intel,intel-102
110,intel,intel-102
110,intel,intel-102
110,intel,intel-102
108,intel,intel-102
108,intel,intel-102
109,intel,intel-102
113,intel,intel-102
109,intel,intel-102
109,intel,intel-102
106,intel,intel-102
109,intel,intel-102
109,intel,intel-102
108,intel,intel-102
107,intel,intel-102
109,intel,intel-102
105,intel,intel-102
107,intel,intel-102
106,intel,intel-102
108,intel,intel-102
109,intel,intel-102
106,intel,intel-102
109,intel,intel-102
108,intel,intel-102
108,intel,intel-102
108,intel,intel-102
107,intel,intel-102
107,intel,intel-102
107,intel,intel-102
110,intel,intel-102
108,intel,intel-102
113,intel,intel-102
109,intel,intel-102
113,intel,intel-102
107,intel,intel-102
111,intel,intel-102
245,intel,intel-102
242,intel,intel-102
256,intel,intel-102
233,intel,intel-102
250,intel,intel-102
247,intel,intel-102
220,intel,intel-102
260,intel,intel-102
247,intel,intel-102
254,intel,intel-102
258,intel,intel-102
234,intel,intel-102
246,intel,intel-102
251,intel,intel-102
262,intel,intel-102
238,intel,intel-102
213,intel,intel-102
234,intel,intel-102
273,intel,intel-102
265,intel,intel-102
277,intel,intel-102
286,intel,intel-102
256,intel,intel-102
227,intel,intel-102
249,intel,intel-102
206,intel,intel-102
281,intel,intel-102
194,intel,intel-102
241,intel,intel-102
265,intel,intel-102
270,intel,intel-102
272,intel,intel-102
276,intel,intel-102
280,intel,intel-102
277,intel,intel-102
271,intel,intel-102
276,intel,intel-102
227,intel,intel-102
260,intel,intel-102
268,intel,intel-102
233,intel,intel-102
242,intel,intel-102
277,intel,intel-102
270,intel,intel-102
233,intel,intel-102
284,intel,intel-102
281,intel,intel-102
277,intel,intel-102
280,intel,intel-102
288,intel,intel-102
259,intel,intel-102
252,intel,intel-102
264,intel,intel-102
269,intel,intel-102
270,intel,intel-102
258,intel,intel-102
269,intel,intel-102
264,intel,intel-102
264,intel,intel-102
250,intel,intel-102
279,intel,intel-102
229,intel,intel-102
271,intel,intel-102
253,intel,intel-102
264,intel,intel-102
269,intel,intel-102
257,intel,intel-102
258,intel,intel-102
278,intel,intel-102
252,intel,intel-102
255,intel,intel-102
252,intel,intel-102
252,intel,intel-102
275,intel,intel-102
227,intel,intel-102
291,intel,intel-102
282,intel,intel-102
239,intel,intel-102
266,intel,intel-102
259,intel,intel-102
200,intel,intel-102
277,intel,intel-102
227,intel,intel-102
274,intel,intel-102
265,intel,intel-102
254,intel,intel-102
272,intel,intel-102
255,intel,intel-102
248,intel,intel-102
268,intel,intel-102
284,intel,intel-102
278,intel,intel-102
257,intel,intel-102
198,intel,intel-102
271,intel,intel-102
184,intel,intel-102
245,intel,intel-102
268,intel,intel-102
281,intel,intel-102
259,intel,intel-102
272,intel,intel-102
283,intel,intel-102
274,intel,intel-102
281,intel,intel-102
225,intel,intel-102
264,intel,intel-102
273,intel,intel-102
264,intel,intel-102
263,intel,intel-102
266,intel,intel-102
264,intel,intel-102
286,intel,intel-102
271,intel,intel-102
268,intel,intel-102
245,intel,intel-102
281,intel,intel-102
269,intel,intel-102
253,intel,intel-102
238,intel,intel-102
276,intel,intel-102
288,intel,intel-102
285,intel,intel-102
291,intel,intel-102
285,intel,intel-102
274,intel,intel-102
236,intel,intel-102
249,intel,intel-102
268,intel,intel-102
228,intel,intel-102
258,intel,intel-102
278,intel,intel-102
270,intel,intel-102
231,intel,intel-102
297,intel,intel-102
240,intel,intel-102
265,intel,intel-102
263,intel,intel-102
202,intel,intel-102
282,intel,intel-102
268,intel,intel-102
252,intel,intel-102
256,intel,intel-102
226,intel,intel-102
274,intel,intel-102
230,intel,intel-102
257,intel,intel-102
274,intel,intel-102
243,intel,intel-102
166,intel,intel-102
250,intel,intel-102
271,intel,intel-102
270,intel,intel-102
265,intel,intel-102
288,intel,intel-102
261,intel,intel-102
239,intel,intel-102
208,intel,intel-102
188,intel,intel-102
273,intel,intel-102
238,intel,intel-102
224,intel,intel-102
246,intel,intel-102
276,intel,intel-102
283,intel,intel-102
274,intel,intel-102
281,intel,intel-102
248,intel,intel-102
258,intel,intel-102
186,intel,intel-102
272,intel,intel-102
248,intel,intel-102
273,intel,intel-102
256,intel,intel-102
273,intel,intel-102
182,intel,intel-102
204,intel,intel-102
210,intel,intel-102
217,intel,intel-102
222,intel,intel-102
249,intel,intel-102
234,intel,intel-102
202,intel,intel-102
239,intel,intel-102
231,intel,intel-102
197,intel,intel-102
238,intel,intel-102
223,intel,intel-102
215,intel,intel-102
221,intel,intel-102
239,intel,intel-102
224,intel,intel-102
180,intel,intel-102
237,intel,intel-102
260,intel,intel-102
173,intel,intel-102
204,intel,intel-102
179,intel,intel-102
252,intel,intel-102
229,intel,intel-102
235,intel,intel-102
229,intel,intel-102
254,intel,intel-102
230,intel,intel-102
241,intel,intel-102
224,intel,intel-102
238,intel,intel-102
210,intel,intel-102
224,intel,intel-102
222,intel,intel-102
234,intel,intel-102
187,intel,intel-102
141,intel,intel-102
222,intel,intel-102
225,intel,intel-102
224,intel,intel-102
187,intel,intel-102
219,intel,intel-102
221,intel,intel-102
250,intel,intel-102
232,intel,intel-102
210,intel,intel-102
210,intel,intel-102
234,intel,intel-102
252,intel,intel-102
223,intel,intel-102
196,intel,intel-102
187,intel,intel-102
239,intel,intel-102
220,intel,intel-102
220,intel,intel-102
211,intel,intel-102
191,intel,intel-102
207,intel,intel-102
208,intel,intel-102
198,intel,intel-102
232,intel,intel-102
203,intel,intel-102
213,intel,intel-102
221,intel,intel-102
209,intel,intel-102
179,intel,intel-102
226,intel,intel-102
174,intel,intel-102
164,intel,intel-102
213,intel,intel-102
190,intel,intel-102
203,intel,intel-102
182,intel,intel-102
201,intel,intel-102
211,intel,intel-102
217,intel,intel-102
243,intel,intel-102
235,intel,intel-102
232,intel,intel-102
201,intel,intel-102
195,intel,intel-102
232,intel,intel-102
215,intel,intel-102
218,intel,intel-102
165,intel,intel-102
192,intel,intel-102
227,intel,intel-102
208,intel,intel-102
184,intel,intel-102
197,intel,intel-102
204,intel,intel-102
203,intel,intel-102
233,intel,intel-102
182,intel,intel-102
238,intel,intel-102
199,intel,intel-102
211,intel,intel-102
214,intel,intel-102
161,intel,intel-102
208,intel,intel-102
218,intel,intel-102
204,intel,intel-102
218,intel,intel-102
188,intel,intel-102
228,intel,intel-102
195,intel,intel-102
212,intel,intel-102
157,intel,intel-102
201,intel,intel-102
203,intel,intel-102
175,intel,intel-102
230,intel,intel-102
223,intel,intel-102
195,intel,intel-102
205,intel,intel-102
207,intel,intel-102
157,intel,intel-102
202,intel,intel-102
185,intel,intel-102
203,intel,intel-102
169,intel,intel-102
167,intel,intel-102
203,intel,intel-102
188,intel,intel-102
198,intel,intel-102
172,intel,intel-102
189,intel,intel-102
181,intel,intel-102
154,intel,intel-102
205,intel,intel-102
164,intel,intel-102
151,intel,intel-102
191,intel,intel-102
189,intel,intel-102
203,intel,intel-102
206,intel,intel-102
187,intel,intel-102
178,intel,intel-102
229,intel,intel-102
189,intel,intel-102
148,intel,intel-102
163,intel,intel-102
193,intel,intel-102
191,intel,intel-102
199,intel,intel-102
173,intel,intel-102
196,intel,intel-102
167,intel,intel-102
169,intel,intel-102
186,intel,intel-102
168,intel,intel-102
210,intel,intel-102
210,intel,intel-102
153,intel,intel-102
180,intel,intel-102
173,intel,intel-102
197,intel,intel-102
203,intel,intel-102
200,intel,intel-102
201,intel,intel-102
191,intel,intel-102
170,intel,intel-102
174,intel,intel-102
207,intel,intel-102
188,intel,intel-102
197,intel,intel-102
223,intel,intel-102
183,intel,intel-102
189,intel,intel-102
222,intel,intel-102
190,intel,intel-102
157,intel,intel-102
209,intel,intel-102
182,intel,intel-102
202,intel,intel-102
223,intel,intel-102
196,intel,intel-102
176,intel,intel-102
154,intel,intel-102
214,intel,intel-102
182,intel,intel-102
199,intel,intel-102
199,intel,intel-102
193,intel,intel-102
195,intel,intel-102
190,intel,intel-102
201,intel,intel-102
189,intel,intel-102
181,intel,intel-102
197,intel,intel-102
193,intel,intel-102
186,intel,intel-102
196,intel,intel-102
206,intel,intel-102
202,intel,intel-102
197,intel,intel-102
195,intel,intel-102
180,intel,intel-102
214,intel,intel-102
190,intel,intel-102
215,intel,intel-102
206,intel,intel-102
185,intel,intel-102
191,intel,intel-102
174,intel,intel-102
151,intel,intel-102
145,intel,intel-102
161,intel,intel-102
161,intel,intel-102
164,intel,intel-102
189,intel,intel-102
192,intel,intel-102
174,intel,intel-102
157,intel,intel-102
191,intel,intel-102
184,intel,intel-102
206,intel,intel-102
146,intel,intel-102
209,intel,intel-102
189,intel,intel-102
153,intel,intel-102
169,intel,intel-102
166,intel,intel-102
177,intel,intel-102
178,intel,intel-102
183,intel,intel-102
170,intel,intel-102
204,intel,intel-102
235,intel,intel-102
232,intel,intel-102
198,intel,intel-102
217,intel,intel-102
193,intel,intel-102
230,intel,intel-102
214,intel,intel-102
161,intel,intel-102
217,intel,intel-102
245,intel,intel-102
234,intel,intel-102
214,intel,intel-102
218,intel,intel-102
225,intel,intel-102
188,intel,intel-102
219,intel,intel-102
236,intel,intel-102
198,intel,intel-102
197,intel,intel-102
210,intel,intel-102
180,intel,intel-102
216,intel,intel-102
220,intel,intel-102
182,intel,intel-102
249,intel,intel-102
204,intel,intel-102
167,intel,intel-102
242,intel,intel-102
174,intel,intel-102
220,intel,intel-102
181,intel,intel-102
212,intel,intel-102
195,intel,intel-102
202,intel,intel-102
189,intel,intel-102
203,intel,intel-102
215,intel,intel-102
193,intel,intel-102
212,intel,intel-102
219,intel,intel-102
220,intel,intel-102
180,intel,intel-102
166,intel,intel-102
203,intel,intel-102
188,intel,intel-102
171,intel,intel-102
175,intel,intel-102
204,intel,intel-102
228,intel,intel-102
214,intel,intel-102
190,intel,intel-102
174,intel,intel-102
220,intel,intel-102
211,intel,intel-102
195,intel,intel-102
216,intel,intel-102
185,intel,intel-102
199,intel,intel-102
192,intel,intel-102
202,intel,intel-102
194,intel,intel-102
196,intel,intel-102
174,intel,intel-102
197,intel,intel-102
193,intel,intel-102
169,intel,intel-102
205,intel,intel-102
159,intel,intel-102
171,intel,intel-102
189,intel,intel-102
182,intel,intel-102
191,intel,intel-102
172,intel,intel-102
162,intel,intel-102
188,intel,intel-102
177,intel,intel-102
156,intel,intel-102
178,intel,intel-102
199,intel,intel-102
198,intel,intel-102
180,intel,intel-102
188,intel,intel-102
165,intel,intel-102
157,intel,intel-102
156,intel,intel-102
179,intel,intel-102
162,intel,intel-102
207,intel,intel-102
177,intel,intel-102
146,intel,intel-102
182,intel,intel-102
167,intel,intel-102
162,intel,intel-102
191,intel,intel-102
186,intel,intel-102
177,intel,intel-102
144,intel,intel-102
185,intel,intel-102
165,intel,intel-102
180,intel,intel-102
